Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010033310.1,3.4,1,-1.2,5.19,62.1,
XP_010043142.1,3.02,1,-1.2,9.2,44.9,
XP_018719616.1,2.96,1,-1.2,8.85,70.4,
XP_010063369.1,3.03,1,-1.2,8.62,50.3,
XP_010070655.1:reversed,2.62,1,-1.2,6.1,136.9,
KCW57831.1,3.27,1,-1.2,6.19,8.8,
XP_010052986.1:reversed,2.88,1,-1.2,6.79,98.4,
XP_010047331.1:reversed,3.2,1,-1.2,5.28,102.2,
XP_010043877.1,2.95,1,-1.2,9.2,31,
XP_018717541.1,2.93,1,-1.2,6.49,56.4,
XP_010056102.1:reversed,2.84,1,-1.2,7.58,40.2,
XP_018722398.1,3.08,1,-1.2,5.8,65.8,
XP_010055592.1,2.92,1,-1.2,6.2,72.2,
XP_010044590.1,3.34,1,-1.2,8.82,54,
XP_018727969.1,2.6,1,-1.2,5.77,11,
XP_018732452.1,2.93,1,-1.2,8.39,67.3,
XP_010063100.2,3.2,1,-1.2,5.83,93.4,
XP_010060101.1,3.14,1,-1.2,5.98,145.5,
XP_018722583.1,2.91,1,-1.2,7.69,31.3,
KCW45517.1,3.14,1,-1.2,10.02,7.8,
XP_010061014.1:reversed,2.89,1,-1.2,9.13,26.7,
XP_010058407.1,3.09,1,-1.2,10.39,18.7,
XP_010070485.1,2.87,1,-1.2,9.58,39,
XP_010028108.1,3.07,1,-1.2,7.91,66.7,
XP_010040862.1:reversed,3.09,1,-1.2,6.81,131.4,
XP_010028478.1,2.77,1,-1.2,6.27,20.6,
XP_010035112.1:reversed,2.85,1,-1.2,9.4,52.1,
XP_010054853.1,3.27,1,-1.2,8.88,263.1,
XP_010069934.1:reversed,3.23,1,-1.2,8.94,58.7,
XP_010068001.1,2.92,1,-1.2,9.34,30.4,
KCW60646.1:reversed,2.66,1,-1.2,8.61,71.6,
XP_010068039.1,2.91,1,-1.2,8.48,39.4,
XP_010036556.1,3.02,1,-1.2,5.11,35.8,
XP_010066570.1,2.41,1,-1.2,7.69,68.5,
XP_018724081.1:reversed,3.17,1,-1.2,8.38,26.7,
XP_010061779.1,3.21,1,-1.2,9.27,14.9,
XP_010042922.1:reversed,2.41,1,-1.2,7.42,40.4,
XP_018730763.1,3.14,1,-1.2,5.48,169.7,
XP_010032406.1,2.71,1,-1.2,6.58,76.9,
XP_010025100.1:reversed,2.6,1,-1.2,5.77,133.3,
XP_018718691.1,2.92,1,-1.2,5.39,90.1,
XP_010044612.1,2.93,1,-1.2,8.09,56.6,
XP_010039151.2:reversed,2.9,1,-1.2,5.39,50.8,
KCW67289.1:reversed,3.32,1,-1.2,9.72,12.1,
XP_010061034.1,2.94,1,-1.2,9.39,46.3,
XP_010061051.1,2.93,1,-1.2,5.92,53.4,
KCW48586.1,3,1,-1.2,6.52,36.4,
KCW88813.1,3.03,1,-1.2,5.2,8,
XP_018719344.1,3.04,1,-1.2,5.68,39.9,
XP_010055066.1,3.15,1,-1.2,8.96,117.7,
XP_018718094.1,3.05,1,-1.2,7.84,124.9,
XP_018718237.1:reversed,3.13,1,-1.2,6,76,
XP_018715172.1,2.99,1,-1.2,5.86,102.2,
XP_010035758.1,3.05,1,-1.2,5.11,84.9,
XP_018727475.1:reversed,2.69,1,-1.2,6.32,94.1,
XP_018720753.1,3.23,1,-1.2,4.86,24.2,
XP_010042315.2:reversed,3.11,1,-1.2,5.93,27.7,
XP_010030132.1,2.91,1,-1.2,5.73,51.3,
XP_018727059.1,3.42,1,-1.2,6.99,40.1,
XP_010066255.1:reversed,3.16,1,-1.2,5.86,55.6,
KCW71101.1,3.02,1,-1.2,6.01,33.7,
KCW67284.1,3.09,1,-1.2,8.57,22.5,
KCW80199.1:reversed,2.95,1,-1.2,6.01,95.4,
XP_010067477.1,2.85,1,-1.2,5.37,50.8,
XP_018718944.1:reversed,3.29,1,-1.2,8.53,96.5,
XP_010044110.1,3.07,1,-1.2,8.54,21.7,
XP_010064977.1:reversed,3.09,1,-1.2,8.75,82.3,
XP_018732521.1:reversed,3.17,1,-1.2,7.84,73.7,
XP_010037231.1:reversed,2.94,1,-1.2,4.56,72.9,
XP_018715734.1,2.86,1,-1.2,6.59,235.7,
XP_010025978.2:reversed,2.81,1,-1.2,6.43,52.9,
XP_010035945.1,2.88,1,-1.2,6.42,56.7,
XP_010059864.1,3.04,1,-1.2,9.13,56.6,
XP_010056373.1:reversed,2.87,1,-1.2,6.19,78.7,
XP_010068637.1:reversed,2.94,1,-1.2,9.3,29.8,
XP_018721874.1:reversed,3.02,1,-1.2,9.31,22.2,
XP_010044804.1:reversed,2.88,1,-1.2,6.66,68.8,
XP_010031319.1:reversed,2.94,1,-1.2,8.73,44.4,
XP_018718491.1:reversed,2.96,1,-1.2,5.24,48.3,
XP_010027156.1:reversed,3,1,-1.2,8.87,13.3,
XP_010056039.1,2.98,1,-1.2,5.21,17.7,
XP_010037526.1,2.9,1,-1.1,9.68,35.7,
XP_010066538.1,3.15,1,-1.1,6.18,124.5,
KCW46813.1,2.95,1,-1.1,6.08,39.4,
XP_018729315.1:reversed,3.13,1,-1.1,5.63,100.7,
XP_010047415.1:reversed,3.07,1,-1.1,9.48,24.7,
XP_010036085.1,3.07,1,-1.1,6.48,45.5,
XP_018721686.1,3.28,1,-1.1,5.41,124.8,
ACI47521.1:reversed,2.86,1,-1.1,9.67,18.1,
XP_010048900.1,2.97,1,-1.1,8.2,58.5,
XP_010049891.1:reversed,3.33,1,-1.1,5.05,110.6,
XP_010070485.1:reversed,2.79,1,-1.1,9.58,39,
XP_018729759.1:reversed,3.02,1,-1.1,5.42,140.7,
XP_010026902.1:reversed,3.15,1,-1.1,9.93,47.1,
KCW46810.1,3.02,1,-1.1,8.98,27,
XP_010069582.1,2.8,1,-1.1,9.15,18.5,
XP_010049830.1,3.34,1,-1.1,6.08,43.8,
XP_018727945.1,3.27,1,-1.1,5.23,109.5,
XP_010069927.1,3.16,1,-1.1,9.3,58.4,
XP_010064899.1,3.13,1,-1.1,10.14,130.5,
KCW77781.1:reversed,2.97,1,-1.1,11.46,13.7,
XP_010044059.1,2.88,1,-1.1,6.05,46.7,
XP_018729638.1:reversed,2.88,1,-1.1,5.64,108.4,
XP_010026889.1,3.03,1,-1.1,9.13,48.5,
XP_010031457.1:reversed,2.9,1,-1.1,9.72,77.8,
XP_018722121.1:reversed,3.05,1,-1.1,5.3,41.4,
XP_010033377.1,2.9,1,-1.1,9.49,73.8,
KCW64848.1,2.97,1,-1.1,10.92,7.3,
XP_018731551.1,3.18,1,-1.1,6.67,52.7,
XP_010051883.1,3.07,1,-1.1,7.72,97.4,
XP_010033745.1:reversed,3.11,1,-1.1,6.54,64.4,
XP_010037018.1:reversed,3.05,1,-1.1,6.23,65.5,
XP_010035169.1:reversed,3.03,1,-1.1,9.98,47.9,
XP_010025830.2:reversed,2.7,1,-1.1,5.72,45,
XP_010044759.1,3.08,1,-1.1,4.91,68.7,
XP_010050411.1:reversed,3.02,1,-1.1,6.42,52.6,
XP_010068415.1,3.11,1,-1.1,6.56,64,
KCW78558.1,2.89,1,-1.1,8.92,16.4,
XP_010029866.1,2.75,1,-1.1,9.17,19.5,
XP_010023711.1,2.7,1,-1.1,10.48,23.6,
XP_010036857.1,3.29,1,-1.1,6.16,113.1,
XP_018717672.1,3.1,1,-1.1,7.19,57.4,
XP_018719534.1:reversed,2.86,1,-1.1,6.66,125.9,
XP_010031555.1:reversed,3.11,1,-1.1,8.77,37.6,
XP_018732117.1:reversed,2.75,1,-1.1,5.59,166.4,
XP_018720293.1:reversed,3.26,1,-1.1,5.67,72.2,
XP_010065652.1,2.92,1,-1.1,5.64,60.4,
XP_010067450.1,2.99,1,-1.1,8.83,32.4,
XP_010037335.1,3.26,1,-1.1,6.06,110.4,
KCW51982.1,3.02,1,-1.1,4.78,15.8,
XP_010043882.1:reversed,3.24,1,-1.1,5.33,38,
XP_010043193.1,3.2,1,-1.1,5.55,104.2,
XP_018725057.1,3.24,1,-1.1,6.21,48.2,
XP_018718408.1:reversed,2.98,1,-1.1,6.13,138.3,
XP_010036796.1,3,1,-1.1,8.27,59.4,
XP_010028621.1,3.21,1,-1.1,5.58,73.4,
XP_010030814.1:reversed,3.24,1,-1.1,6.58,15.3,
XP_018726849.1,3.05,1,-1.1,9.8,58.8,
XP_010061506.1:reversed,2.89,1,-1.1,6.03,74.5,
XP_018725840.1:reversed,2.71,1,-1.1,6.21,17.4,
XP_010067176.1,2.59,1,-1.1,6.5,48.4,
XP_018716953.1:reversed,3.11,1,-1.1,4.71,32.1,
XP_010035795.1,3,1,-1.1,5.31,97.6,
XP_018729120.1:reversed,2.91,1,-1.1,5.62,69,
XP_010059309.1:reversed,2.88,1,-1.1,6.19,135.6,
XP_018725959.1:reversed,2.8,1,-1.1,9.95,19.4,
XP_010067633.1:reversed,2.88,1,-1.1,9.64,44,
KCW83623.1:reversed,3.05,1,-1.1,11.15,24,
XP_010031753.1:reversed,3.1,1,-1.1,5.59,34.7,
XP_010066202.1,2.99,1,-1.1,6.63,136.7,
XP_010031112.1:reversed,2.89,1,-1.1,9.54,28.7,
XP_018722409.1:reversed,3.05,1,-1.1,9.48,18.7,
XP_018717006.1,2.93,1,-1.1,7.94,104.4,
XP_018718477.1,3.14,1,-1.1,5.86,41.3,
XP_010027263.1:reversed,3.03,1,-1.1,4.94,49.3,
XP_018716236.1,3.08,1,-1.1,5.9,155.1,
XP_010029629.1:reversed,2.93,1,-1.1,7.2,97.3,
XP_010059779.1,3.21,1,-1.1,6.16,40.9,
XP_010062373.1,3.04,1,-1.1,5.57,105.4,
XP_010064442.1,2.9,1,-1.1,3.71,15.2,
XP_018716204.1:reversed,2.77,1,-1.1,8.48,116.7,
KCW59461.1:reversed,2.93,1,-1.1,6.39,10.7,
XP_018726549.1,2.88,1,-1.1,8.99,96.4,
KCW44893.1:reversed,2.91,1,-1.1,9.25,14.5,
XP_010038271.1:reversed,3.22,1,-1.1,4.67,29.1,
XP_010036734.1,3.16,1,-1.1,7.93,74.1,
XP_010066733.1:reversed,2.76,1,-1.1,6.02,48.1,
KCW75623.1,2.9,1,-1.1,5.13,41.8,
XP_010066920.1:reversed,2.91,1,-1.1,4.92,36.5,
XP_010052670.1,2.96,1,-1.1,10.42,15.7,
XP_010043241.1,3.32,1,-1.1,6.19,75.9,
XP_010029499.1,3.08,1,-1.1,9.73,31.5,
XP_010049542.1,3.33,1,-1.1,8.82,55.2,
XP_010034315.1:reversed,2.75,1,-1.1,5.45,39.1,
XP_010061438.1:reversed,3.06,1,-1.1,5.42,72.4,
XP_018726414.1:reversed,3.32,1,-1.1,7.78,71.8,
XP_018727072.1,3.24,1,-1.1,6.19,42.4,
XP_018731943.1,2.78,1,-1.1,10.94,28.8,
XP_010069608.1,3.29,1,-1.1,5.62,51.4,
XP_010053605.1,3.03,1,-1.1,5.28,47.8,
XP_010046400.1,2.74,1,-1.1,11.9,36,
XP_010041831.1:reversed,2.81,1,-1.1,9.11,70.2,
XP_018720629.1:reversed,2.6,1,-1.1,9.15,205.1,
KCW80723.1:reversed,3.06,1,-1.1,10.45,8.4,
XP_010056447.1,3.44,1,-1.1,5.45,73.7,
XP_018724447.1:reversed,2.72,1,-1.1,9.36,40.9,
XP_010069453.1,2.7,1,-1.1,8.28,28.8,
KCW72239.1,3.29,1,-1.1,8.85,44.9,
XP_010044010.1:reversed,2.86,1,-1.1,5.8,59.2,
XP_018724494.1,3.09,1,-1.1,7.15,78.3,
KCW45591.1,2.86,1,-1.1,8.45,11.5,
XP_018722364.1,2.94,1,-1.1,6.23,114,
XP_018722717.1:reversed,2.86,1,-1.1,9.11,23.3,
KCW68724.1,2.79,1,-1.1,10.55,10.6,
XP_010044952.1:reversed,2.97,1,-1.1,5.15,37.8,
XP_018732726.1:reversed,3.05,1,-1.1,7.86,94,
XP_010032841.1,2.97,1,-1.1,4.68,71.7,
XP_010029048.1,2.69,1,-1.1,7.65,54.7,
XP_010047142.1,2.83,1,-1.1,9.14,33.2,
XP_010048268.1:reversed,2.7,1,-1.1,5.44,117.9,
XP_018723237.1,2.65,1,-1.1,4.54,28.6,
XP_018728714.1:reversed,2.9,1,-1.1,8.05,104.4,
KCW65764.1:reversed,2.88,1,-1.1,11.3,13.9,
XP_010067427.2,2.9,1,-1.1,7.53,108.2,
XP_010066430.1:reversed,3.13,1,-1.1,7.3,93,
XP_010051382.1:reversed,3.18,1,-1.1,5.92,94.7,
XP_010049575.1:reversed,2.99,1,-1.1,5.66,48.6,
XP_010035329.1,2.93,1,-1.1,5.21,35.2,
XP_010027449.1,2.7,1,-1.1,7.79,72.3,
XP_010036052.1,3.15,1,-1.1,5.92,82.1,
XP_010052627.1:reversed,2.98,1,-1.1,8.63,48.2,
XP_010043241.1:reversed,3.36,1,-1.1,6.19,75.9,
XP_010038281.1,3.27,1,-1.1,6.91,22,
XP_010056239.1:reversed,2.86,1,-1.1,6.1,34.3,
XP_010038898.1,3,1,-1.1,11.87,50.6,
XP_018730238.1,3.35,1,-1.1,9.49,64.8,
XP_018723286.1,2.9,1,-1.1,8.55,67.5,
XP_018726666.1:reversed,3.09,1,-1.1,8.48,137.1,
XP_018715185.1:reversed,2.5,1,-1.1,4.45,7.9,
XP_010024224.1:reversed,2.94,1,-1.1,8.86,33.4,
XP_018728172.1:reversed,3,1,-1.1,8.65,24.9,
XP_010040729.1:reversed,2.92,1,-1.1,6.04,34.6,
XP_010030858.1:reversed,2.97,1,-1.1,8.2,33.8,
XP_010036819.1:reversed,3.04,1,-1.1,5.1,14.8,
XP_010068223.1:reversed,2.78,1,-1.1,11.16,23,
XP_010053625.2:reversed,3.01,1,-1.1,8.11,37.6,
XP_018728208.1,2.8,1,-1.1,6.3,132.8,
XP_010061584.1:reversed,3.1,1,-1.1,5.98,104.9,
XP_010038094.1,2.86,1,-1.1,8.59,34.7,
XP_010054585.2:reversed,2.79,1,-1.1,7.27,50.1,
KCW77582.1,3.2,1,-1.1,6.5,18.4,
XP_010062275.1:reversed,2.88,1,-1.1,5.51,115,
XP_010027437.1:reversed,2.72,1,-1.1,8.95,69.2,
XP_018718326.1,3.1,1,-1.1,7.3,89.4,
XP_018715910.1,3.43,1,-1.1,8.69,163.1,
XP_018729687.1:reversed,3,1,-1.1,6.25,78.6,
KCW58777.1,2.64,1,-1.1,5.5,22,
sp|DHE3_BOVIN|:reversed,3.27,1,-1.1,7.25,61.5,
XP_010060797.1,2.73,1,-1.1,6.23,51.8,
KCW80068.1:reversed,3.22,1,-1.1,9.54,10.9,
XP_010037988.1,2.76,1,-1.1,5.8,42.5,
XP_010067471.1:reversed,3.24,1,-1.1,8.61,65.9,
KCW74948.1,2.73,1,-1.1,9.13,8,
XP_010053667.1,2.8,1,-1.1,7.63,221.9,
XP_018733306.1:reversed,3.18,1,-1.1,7.83,39.3,
XP_010038837.1:reversed,3.11,1,-1.1,8.77,26.1,
KCW60493.1:reversed,2.75,1,-1.1,9.02,35.1,
XP_010057661.1:reversed,2.75,1,-1.1,9.2,33.6,
XP_018715111.1:reversed,3.22,1,-1.1,4.96,69.7,
KCW79616.1:reversed,3.22,1,-1.1,9.04,47.2,
XP_018716528.1:reversed,3.19,1,-1.1,4.91,42,
XP_018715847.1,3.04,1,-1.1,8.38,26.2,
XP_018731682.1,2.67,1,-1.1,5.87,77.8,
XP_018733345.1,2.94,1,-1.1,5.55,76.3,
XP_018722216.1:reversed,3.15,1,-1.1,4.34,38.4,
XP_018731933.1:reversed,3.02,1,-1.1,8.13,36.8,
XP_018723543.1,2.73,1,-1.1,6.17,26.8,
XP_018727303.1,2.96,1,-1.1,4.98,88.9,
XP_010068878.1:reversed,3,1,-1.1,8.9,90.3,
XP_018732793.1,2.87,1,-1.1,6.13,39.4,
XP_010038541.1,3.36,1,-1.1,5.8,91.5,
XP_010038753.1:reversed,3.15,1,-1.1,8.8,35.5,
XP_010046357.1:reversed,3.18,1,-1.1,6.1,124,
XP_018729360.1,2.81,1,-1.1,4.83,18.4,
XP_010024290.1,3.25,1,-1.1,6.65,72.6,
XP_010067652.1,2.99,1,-1.1,5.07,39.9,
KCW79086.1:reversed,2.53,1,-1.1,5.25,25,
XP_018732254.1:reversed,3.24,1,-1.1,7.99,126.6,
XP_010055167.1,2.74,1,-1.1,8.66,48.3,
XP_010055128.1,2.6,1,-1.1,8.88,226.2,
XP_018729484.1:reversed,2.93,1,-1.1,6.24,71.4,
XP_018731471.1,3.05,1,-1.1,8.86,35.4,
KCW62980.1:reversed,3.38,1,-1.1,10.43,12.8,
XP_018719891.1,2.87,1,-1.1,5.57,42.4,
XP_010053794.1,3.03,1,-1.1,8.45,43.7,
XP_010046891.1,3.01,1,-1.1,9.32,32.6,
XP_010061963.1,2.92,1,-1.1,5.35,43.5,
XP_010069708.1,2.87,1,-1.1,8.2,39.1,
XP_010053251.1:reversed,2.86,1,-1.1,4.8,86.4,
KCW59851.1,2.82,1,-1.1,5.79,90.8,
XP_010024090.1,2.79,1,-1.1,7,96.9,
XP_018726316.1:reversed,3.02,1,-1.1,8.9,137.4,
XP_010024371.1:reversed,2.85,1,-1.1,5.42,52.2,
XP_010030491.1,3.14,1,-1.1,4.98,38.5,
XP_010035220.1:reversed,2.69,1,-1.1,5.46,40.4,
XP_018718098.1,3.1,1,-1.1,8.45,89.6,
XP_010031671.1:reversed,2.87,1,-1.1,5.32,52.5,
XP_018717740.1,3.17,1,-1.1,9.51,22,
XP_010061718.1,3.2,1,-1.1,8.46,57.1,
XP_010065498.1,3.17,1,-1.1,6.77,30.8,
XP_018717021.1,2.81,1,-1.1,5.17,230,
XP_010048649.1:reversed,3.18,1,-1.1,7.13,38.4,
XP_010033771.1,2.96,1,-1.1,5.58,44.3,
